index,id,artist,asciiName,availability,boosterTypes,borderColor,colorIdentity,colors,faceName,finishes,flavorText,frameEffects,frameVersion,hasFoil,hasNonFoil,isFullArt,isFunny,isPromo,isReprint,isTextless,keywords,language,layout,manaCost,mcmId,mtgArenaId,mtgjsonV4Id,multiverseId,name,number,originalText,originalType,otherFaceIds,power,promoTypes,reverseRelated,scryfallId,scryfallIllustrationId,scryfallOracleId,securityStamp,setCode,side,signature,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,watermark
1152,1153,Vincent Proce,,paper,,borderless,,,Kaldra Compleat,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,6379c9cd-2456-588b-9057-e321e3e118f9,,Kaldra Compleat // Kaldra Compleat,61,,,df6747e2-5b16-5f31-9129-7533ac5e3d7d,,,,0584d802-6c99-45d5-8720-c4959c798b48,1c935e54-6e8b-4271-9951-5813a92a55e8,52a4d5f2-fb22-47eb-ac66-ee4b53f722b6,,AMH2,b,Vincent Proce,,,,,,Card,Card,be7969d7-ef46-500c-a40e-19cca8132796,
1153,1154,Vincent Proce,,paper,,borderless,,,Kaldra Compleat,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,324a8585-7e1b-5e1e-9838-5d3b06d1c66e,,Kaldra Compleat // Kaldra Compleat,61s,,,9f9de291-6b1d-5e18-9e02-e56bed7ae7bc,,stamped,,96604f29-8d45-4d8c-9d5b-8d86ac15e1d7,f2c861fc-c0b3-492d-b779-eb3d0df4286d,52a4d5f2-fb22-47eb-ac66-ee4b53f722b6,,AMH2,a,Vincent Proce,,,,,,Card,Card,28e4ae63-2475-58c4-9a76-9cb00d0f3abe,
1154,1155,Vincent Proce,,paper,,borderless,,,Kaldra Compleat,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,d48243c0-a7f6-5fc0-b832-e92622678472,,Kaldra Compleat // Kaldra Compleat,61s,,,28e4ae63-2475-58c4-9a76-9cb00d0f3abe,,stamped,,96604f29-8d45-4d8c-9d5b-8d86ac15e1d7,,52a4d5f2-fb22-47eb-ac66-ee4b53f722b6,,AMH2,b,Vincent Proce,,,,,,Card,Card,9f9de291-6b1d-5e18-9e02-e56bed7ae7bc,
1155,1156,Andrew Mar,,paper,,borderless,,,Scion of Draco,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,1fd6777f-5779-5b2c-951a-f8ff45e66c00,,Scion of Draco // Scion of Draco,62,,,373f5225-9f2f-5e24-9fdc-a20c087d9661,,,,d2b9528c-f7ed-4a6d-87d2-fe876b40528f,22f3044c-0ae5-4533-a837-599b3f91b0b6,f44e2c79-ec94-4ca5-920c-af5241799b02,,AMH2,a,Andrew Mar,,,,,,Card,Card,c21721b8-899d-5216-a0cc-5ccc99e0e8a3,
1156,1157,Andrew Mar,,paper,,borderless,,,Scion of Draco,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,9f7d595c-852b-5e4b-a093-80e6729fc434,,Scion of Draco // Scion of Draco,62,,,c21721b8-899d-5216-a0cc-5ccc99e0e8a3,,,,d2b9528c-f7ed-4a6d-87d2-fe876b40528f,78f62163-91ed-49cc-98bc-77417d7ef86b,f44e2c79-ec94-4ca5-920c-af5241799b02,,AMH2,b,Andrew Mar,,,,,,Card,Card,373f5225-9f2f-5e24-9fdc-a20c087d9661,
1157,1158,Andrew Mar,,paper,,borderless,,,Scion of Draco,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,fbfa88cc-ac40-51e9-88bc-4bea457006ff,,Scion of Draco // Scion of Draco,62s,,,b28df760-dfdf-5383-b672-f47bf329210d,,stamped,,22fe1e6b-98dd-4b48-9fd5-e0f6225d7edb,22f3044c-0ae5-4533-a837-599b3f91b0b6,f44e2c79-ec94-4ca5-920c-af5241799b02,,AMH2,a,Andrew Mar,,,,,,Card,Card,7added08-fd99-552c-bf96-939b780406a0,
1158,1159,Andrew Mar,,paper,,borderless,,,Scion of Draco,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,bb161c42-51d5-579d-b365-e7e0492d3e26,,Scion of Draco // Scion of Draco,62s,,,7added08-fd99-552c-bf96-939b780406a0,,stamped,,22fe1e6b-98dd-4b48-9fd5-e0f6225d7edb,,f44e2c79-ec94-4ca5-920c-af5241799b02,,AMH2,b,Andrew Mar,,,,,,Card,Card,b28df760-dfdf-5383-b672-f47bf329210d,
1159,1160,Lius Lasahido,,paper,,borderless,,,Sojourner's Companion,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,8c28c1cc-57fd-5f46-a2e4-5bfe83ffe3c0,,Sojourner's Companion // Sojourner's Companion,63,,,e802013e-ada7-5123-aff6-6d9efec397e2,,,,61f3c38a-2424-448a-8e80-9a35362ebb81,7f9cb12a-ce2e-4fba-a950-2f0693fb4323,7f49c93c-c07a-4032-a59d-1aafd3104ed6,,AMH2,a,Lius Lasahido,,,,,,Card,Card,252836be-f5aa-5564-bc76-53ec231784ec,
1160,1161,Lius Lasahido,,paper,,borderless,,,Sojourner's Companion,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,5389a0fa-8e3f-57df-aabc-155f5b60c839,,Sojourner's Companion // Sojourner's Companion,63,,,252836be-f5aa-5564-bc76-53ec231784ec,,,,61f3c38a-2424-448a-8e80-9a35362ebb81,9ade5af7-fb23-414d-b57c-00825f5395ce,7f49c93c-c07a-4032-a59d-1aafd3104ed6,,AMH2,b,Lius Lasahido,,,,,,Card,Card,e802013e-ada7-5123-aff6-6d9efec397e2,
1161,1162,Lius Lasahido,,paper,,borderless,,,Sojourner's Companion,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,da458e6d-e5e6-5759-9891-4e2a5112b049,,Sojourner's Companion // Sojourner's Companion,63s,,,b152917e-e52a-57f5-bff0-06363a1d76a6,,stamped,,72bd6938-9b87-4003-a225-62b1bbe504ba,7f9cb12a-ce2e-4fba-a950-2f0693fb4323,7f49c93c-c07a-4032-a59d-1aafd3104ed6,,AMH2,a,Lius Lasahido,,,,,,Card,Card,e4105694-876b-5ba9-9294-91b161f781dc,
1162,1163,Lius Lasahido,,paper,,borderless,,,Sojourner's Companion,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,780859ea-856d-5c51-96e5-3286b06e688c,,Sojourner's Companion // Sojourner's Companion,63s,,,e4105694-876b-5ba9-9294-91b161f781dc,,stamped,,72bd6938-9b87-4003-a225-62b1bbe504ba,,7f49c93c-c07a-4032-a59d-1aafd3104ed6,,AMH2,b,Lius Lasahido,,,,,,Card,Card,b152917e-e52a-57f5-bff0-06363a1d76a6,
1163,1164,Chris Rahn,,paper,,borderless,,,Sword of Hearth and Home,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,af5fa87b-dccf-5c98-9cd7-fd3e1ccec37e,,Sword of Hearth and Home // Sword of Hearth and Home,64,,,56240c69-8e53-5cf9-b5bb-a3dae5d70241,,,,17c1295a-54b5-4230-b0ca-8e6a763915b7,abe4a5ff-b999-40e8-b87b-02db2f60f1ee,240f584e-da41-44d9-9641-58ddea907fad,,AMH2,a,Chris Rahn,,,,,,Card,Card,52ca018d-b397-5e4e-899f-72dec1b28e07,
1164,1165,Chris Rahn,,paper,,borderless,,,Sword of Hearth and Home,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,24496b25-393c-537a-8f1b-4e9e903c2667,,Sword of Hearth and Home // Sword of Hearth and Home,64,,,52ca018d-b397-5e4e-899f-72dec1b28e07,,,,17c1295a-54b5-4230-b0ca-8e6a763915b7,6a9cce1a-58c0-468b-ad5a-48052fcae14e,240f584e-da41-44d9-9641-58ddea907fad,,AMH2,b,Chris Rahn,,,,,,Card,Card,56240c69-8e53-5cf9-b5bb-a3dae5d70241,
1165,1166,Chris Rahn,,paper,,borderless,,,Sword of Hearth and Home,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,3af453e3-d4f3-52ed-8308-5dc10f6d8c12,,Sword of Hearth and Home // Sword of Hearth and Home,64s,,,8c4100bc-0170-5a56-a0c5-2b8c17b26dca,,stamped,,57a3f7d9-9cff-4c18-ae4b-c0bf7edf0e54,abe4a5ff-b999-40e8-b87b-02db2f60f1ee,240f584e-da41-44d9-9641-58ddea907fad,,AMH2,a,Chris Rahn,,,,,,Card,Card,5b140612-29c1-5054-9252-6b26a0638a4e,
1166,1167,Chris Rahn,,paper,,borderless,,,Sword of Hearth and Home,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,5b78d1b9-9200-53b4-8694-fb091be4722a,,Sword of Hearth and Home // Sword of Hearth and Home,64s,,,5b140612-29c1-5054-9252-6b26a0638a4e,,stamped,,57a3f7d9-9cff-4c18-ae4b-c0bf7edf0e54,,240f584e-da41-44d9-9641-58ddea907fad,,AMH2,b,Chris Rahn,,,,,,Card,Card,8c4100bc-0170-5a56-a0c5-2b8c17b26dca,
1167,1168,Jason Felix,,paper,,borderless,,,"Zabaz, the Glimmerwasp","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,baa1eff1-a35c-59b8-a27a-17b4e4cc58af,,"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",65,,,491446c8-bc51-50d1-b2b3-a66c11ad8c75,,,,6ed42cd8-01c3-4104-b780-737fb4d366b3,0e84b0c7-6606-4d2c-8ff2-96f8d7c3a205,959c5e39-a580-4710-b9e9-cf0958f7f648,,AMH2,a,Jason Felix,,,,,,Card,Card,190928f2-7257-5252-b51a-9df4f19b7655,
1168,1169,Jason Felix,,paper,,borderless,,,"Zabaz, the Glimmerwasp","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,3cdce7ce-ea50-5c31-af9c-e792b29dd6fa,,"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",65,,,190928f2-7257-5252-b51a-9df4f19b7655,,,,6ed42cd8-01c3-4104-b780-737fb4d366b3,274435f1-6f81-4675-a87a-7fc5686be55f,959c5e39-a580-4710-b9e9-cf0958f7f648,,AMH2,b,Jason Felix,,,,,,Card,Card,491446c8-bc51-50d1-b2b3-a66c11ad8c75,
1169,1170,Jason Felix,,paper,,borderless,,,"Zabaz, the Glimmerwasp","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,98d93050-bf46-5a98-b69d-20dc8d2325b4,,"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",65s,,,d454bc47-b38d-56ae-b736-a49198cd247c,,stamped,,01d8fad9-9354-47b8-bb65-b9621003688a,0e84b0c7-6606-4d2c-8ff2-96f8d7c3a205,959c5e39-a580-4710-b9e9-cf0958f7f648,,AMH2,a,Jason Felix,,,,,,Card,Card,45bf6a36-53b5-52d4-8c8b-2ada76c73e9d,
1170,1171,Jason Felix,,paper,,borderless,,,"Zabaz, the Glimmerwasp","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,2e0b058c-d21e-5f7f-8344-b3fab19bb146,,"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",65s,,,45bf6a36-53b5-52d4-8c8b-2ada76c73e9d,,stamped,,01d8fad9-9354-47b8-bb65-b9621003688a,,959c5e39-a580-4710-b9e9-cf0958f7f648,,AMH2,b,Jason Felix,,,,,,Card,Card,d454bc47-b38d-56ae-b736-a49198cd247c,
1171,1172,Sarah Finnigan,,paper,,borderless,,,"Yavimaya, Cradle of Growth","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,3f8ef84f-f0b6-5d53-9071-863246685bb9,,"Yavimaya, Cradle of Growth // Yavimaya, Cradle of Growth",66,,,034ad952-166a-56f4-b97b-9d113c913471,,,,b521221a-9488-408f-9c4f-fc3080e842e6,9215fcb1-5e1d-4a88-92c4-9ba35f893cce,224401bd-429c-4dae-b6f1-f11c3dbbd740,,AMH2,a,Sarah Finnigan,,,,,,Card,Card,6ade5a4a-b3a1-5a7f-bc2a-b6b87d4a8f20,
1172,1173,Sarah Finnigan,,paper,,borderless,,,"Yavimaya, Cradle of Growth","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,a939e84a-792b-5464-a3bd-043e9ce9a00e,,"Yavimaya, Cradle of Growth // Yavimaya, Cradle of Growth",66,,,6ade5a4a-b3a1-5a7f-bc2a-b6b87d4a8f20,,,,b521221a-9488-408f-9c4f-fc3080e842e6,5030d92c-d335-40ac-9d6f-9df269918b69,224401bd-429c-4dae-b6f1-f11c3dbbd740,,AMH2,b,Sarah Finnigan,,,,,,Card,Card,034ad952-166a-56f4-b97b-9d113c913471,
1173,1174,Sarah Finnigan,,paper,,borderless,,,"Yavimaya, Cradle of Growth","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,112c519a-fb17-54b2-9731-4e0bcc647af1,,"Yavimaya, Cradle of Growth // Yavimaya, Cradle of Growth",66s,,,846f4714-8fbb-5cb4-87ed-82715a19e472,,stamped,,41e0a80b-0c23-458d-8456-c23fbbb71d81,9215fcb1-5e1d-4a88-92c4-9ba35f893cce,224401bd-429c-4dae-b6f1-f11c3dbbd740,,AMH2,a,Sarah Finnigan,,,,,,Card,Card,b489bc73-854f-5704-b7d4-3bc948b190f7,
1174,1175,Sarah Finnigan,,paper,,borderless,,,"Yavimaya, Cradle of Growth","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,6c1df5d7-35af-5e66-8665-800f20abad12,,"Yavimaya, Cradle of Growth // Yavimaya, Cradle of Growth",66s,,,b489bc73-854f-5704-b7d4-3bc948b190f7,,stamped,,41e0a80b-0c23-458d-8456-c23fbbb71d81,,224401bd-429c-4dae-b6f1-f11c3dbbd740,,AMH2,b,Sarah Finnigan,,,,,,Card,Card,846f4714-8fbb-5cb4-87ed-82715a19e472,
1175,1176,Milivoj Ćeran,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,1c685cf1-9949-5d6b-ae14-699ddc4c30f7,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",67,,,0bfe0f4e-edbd-5afb-a234-36feb3d29100,,,,8b0bf1dd-bd82-4b03-8fa6-32c7fbc3c17b,33d812cc-66a7-4f05-bdea-d412f57f92ec,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,a,Milivoj Ćeran,,,,,,Card,Card,048ee342-c560-5ded-8aee-ce9e5e84b11c,
1176,1177,Milivoj Ćeran,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,cf8450f2-f5ce-5091-a010-72e5c7a5cded,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",67,,,048ee342-c560-5ded-8aee-ce9e5e84b11c,,,,8b0bf1dd-bd82-4b03-8fa6-32c7fbc3c17b,f6d76949-bc04-4b10-9e9f-32a6e9434ea9,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,b,Milivoj Ćeran,,,,,,Card,Card,0bfe0f4e-edbd-5afb-a234-36feb3d29100,
1177,1178,Milivoj Ćeran,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,0b9fe37c-6475-5782-a1f4-5e696335c25f,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",67s,,,af77b316-716a-51be-9928-507f9075a815,,stamped,,f5576437-65a8-4273-9fc5-f60077e631cf,33d812cc-66a7-4f05-bdea-d412f57f92ec,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,a,Milivoj Ćeran,,,,,,Card,Card,0f642d94-b5f0-5292-8d42-aaf029a6137e,
1178,1179,Milivoj Ćeran,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,87d88dda-f86e-50d5-8be9-a82718c32cbf,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",67s,,,0f642d94-b5f0-5292-8d42-aaf029a6137e,,stamped,,f5576437-65a8-4273-9fc5-f60077e631cf,,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,b,Milivoj Ćeran,,,,,,Card,Card,af77b316-716a-51be-9928-507f9075a815,
1179,1180,Jason A. Engle,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,b1d74585-d10a-5bfa-8660-58a516992f12,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",68,,,02c55d6a-c34d-556f-8473-3b57fcc69699,,,,3c1083be-2e44-4ee6-adf2-cc37e7571667,d135d18f-a58c-4e67-98e2-a5071211d13e,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,a,Jason A. Engle,,,,,,Card,Card,9c062122-7d56-50fb-af69-8b4e3ceb96ce,
1180,1181,Jason A. Engle,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,71d4d7de-fb52-5062-a46b-386d56e580e0,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",68,,,9c062122-7d56-50fb-af69-8b4e3ceb96ce,,,,3c1083be-2e44-4ee6-adf2-cc37e7571667,eeead113-75de-4c37-9b0b-22e9c9994d0a,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,b,Jason A. Engle,,,,,,Card,Card,02c55d6a-c34d-556f-8473-3b57fcc69699,
1181,1182,Jason A. Engle,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,4d504a7f-8d79-516d-a577-e89aea9c9020,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",68s,,,118d135f-a7ca-5bc0-910a-b63b6af30018,,stamped,,9c338679-a371-4929-9b9e-1e5ff07db83b,d135d18f-a58c-4e67-98e2-a5071211d13e,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,a,Jason A. Engle,,,,,,Card,Card,fae89249-93d4-55d5-9949-244e776d10ef,
1182,1183,Jason A. Engle,,paper,,borderless,,,"Chatterfang, Squirrel General","nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,4e1afb32-9b74-5b63-a339-b9d693860813,,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",68s,,,fae89249-93d4-55d5-9949-244e776d10ef,,stamped,,9c338679-a371-4929-9b9e-1e5ff07db83b,,08a7ccd9-5511-4869-ac4d-4bd1ade6fffa,,AMH2,b,Jason A. Engle,,,,,,Card,Card,118d135f-a7ca-5bc0-910a-b63b6af30018,
1183,1184,Milivoj Ćeran,,paper,,borderless,,,Chatterstorm,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,e26ef150-64d1-52b9-8773-ae8a3a6e3889,,Chatterstorm // Chatterstorm,69,,,b27caf20-dcbb-55f6-ba1a-fa7e8652e604,,,,c5239410-9102-4e30-a8fe-3c410bd85bba,13f7fd53-2f69-4298-a415-5bb0812ca949,919f46c5-7a36-4644-8544-344626fc63b9,,AMH2,a,Milivoj Ćeran,,,,,,Card,Card,9b54cc27-2535-52c6-9a6d-b68e065dc5ab,
1184,1185,Milivoj Ćeran,,paper,,borderless,,,Chatterstorm,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,8af4ce11-6a95-5a21-b786-9146e50dad0e,,Chatterstorm // Chatterstorm,69,,,9b54cc27-2535-52c6-9a6d-b68e065dc5ab,,,,c5239410-9102-4e30-a8fe-3c410bd85bba,139a3bc2-bfbd-4d65-9547-5672ed56725e,919f46c5-7a36-4644-8544-344626fc63b9,,AMH2,b,Milivoj Ćeran,,,,,,Card,Card,b27caf20-dcbb-55f6-ba1a-fa7e8652e604,
1185,1186,Milivoj Ćeran,,paper,,borderless,,,Chatterstorm,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,a5fb9b3e-b069-5da1-a030-69496e96979d,,Chatterstorm // Chatterstorm,69s,,,6efd4753-6e0e-5919-95e6-b7533b0afed1,,stamped,,a2a3a6da-3de7-44a4-a029-6bb482f6f6f5,13f7fd53-2f69-4298-a415-5bb0812ca949,919f46c5-7a36-4644-8544-344626fc63b9,,AMH2,a,Milivoj Ćeran,,,,,,Card,Card,9b76801d-995c-59cd-9522-cfe737f9cac2,
1186,1187,Milivoj Ćeran,,paper,,borderless,,,Chatterstorm,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,f52fd2fb-5f00-517d-880c-1170a70da0b6,,Chatterstorm // Chatterstorm,69s,,,9b76801d-995c-59cd-9522-cfe737f9cac2,,stamped,,a2a3a6da-3de7-44a4-a029-6bb482f6f6f5,,919f46c5-7a36-4644-8544-344626fc63b9,,AMH2,b,Milivoj Ćeran,,,,,,Card,Card,6efd4753-6e0e-5919-95e6-b7533b0afed1,
1187,1188,Steve Argyle,,paper,,borderless,,,Squirrel Sanctuary,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,7949f92e-6627-5aca-9834-9e5501986660,,Squirrel Sanctuary // Squirrel Sanctuary,70,,,d911bd1d-4ffd-5791-a5b0-b651dd7d25bd,,,,d2c270d1-c307-4a7f-b00b-8833045765f9,d35a6f1b-0d78-4fd2-8382-a6e196cae2d5,44177849-8668-4d73-b1ea-764211fc7d6f,,AMH2,a,Steve Argyle,,,,,,Card,Card,e05b2dca-bb18-5b21-b70b-eb185bb05029,
1188,1189,Steve Argyle,,paper,,borderless,,,Squirrel Sanctuary,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,a60e3860-bcff-5bd6-a30d-f4d784dde445,,Squirrel Sanctuary // Squirrel Sanctuary,70,,,e05b2dca-bb18-5b21-b70b-eb185bb05029,,,,d2c270d1-c307-4a7f-b00b-8833045765f9,5aa14273-f071-4bb0-b166-6c7b952555c5,44177849-8668-4d73-b1ea-764211fc7d6f,,AMH2,b,Steve Argyle,,,,,,Card,Card,d911bd1d-4ffd-5791-a5b0-b651dd7d25bd,
1189,1190,Steve Argyle,,paper,,borderless,,,Squirrel Sanctuary,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,a63b0441-70ed-5d55-a630-9ecf5e345151,,Squirrel Sanctuary // Squirrel Sanctuary,70s,,,5f7320ef-8e21-52f7-8b5e-0e9b86f481e3,,stamped,,fbab393d-11ea-4c85-a74a-2f20738e49aa,d35a6f1b-0d78-4fd2-8382-a6e196cae2d5,44177849-8668-4d73-b1ea-764211fc7d6f,,AMH2,a,Steve Argyle,,,,,,Card,Card,90ffd73b-d45f-5b1e-8109-67d36ad09897,
1190,1191,Steve Argyle,,paper,,borderless,,,Squirrel Sanctuary,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,57e5999d-fac0-5c80-9a4f-948b44a1b1e1,,Squirrel Sanctuary // Squirrel Sanctuary,70s,,,90ffd73b-d45f-5b1e-8109-67d36ad09897,,stamped,,fbab393d-11ea-4c85-a74a-2f20738e49aa,,44177849-8668-4d73-b1ea-764211fc7d6f,,AMH2,b,Steve Argyle,,,,,,Card,Card,5f7320ef-8e21-52f7-8b5e-0e9b86f481e3,
1191,1192,Ilse Gort,,paper,,borderless,,,Squirrel Sovereign,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,7f92d940-d5d7-5961-a4c0-442541b2a324,,Squirrel Sovereign // Squirrel Sovereign,71,,,a6d90097-43db-5681-94c0-b49e2652c3f5,,,,2fa3dbe8-96a0-42a8-baef-11a52ef8c400,8b600eb8-7b07-49be-ae9b-48c8f8755bdb,819b7cb5-0cc7-4116-a55c-d4a0dc51f50d,,AMH2,a,Ilse Gort,,,,,,Card,Card,3fb7fe26-8ca8-5250-b8c5-6c4c84915324,
1192,1193,Ilse Gort,,paper,,borderless,,,Squirrel Sovereign,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,54c7b45d-9a82-55c6-853a-740cae68497a,,Squirrel Sovereign // Squirrel Sovereign,71,,,3fb7fe26-8ca8-5250-b8c5-6c4c84915324,,,,2fa3dbe8-96a0-42a8-baef-11a52ef8c400,0c5dacc4-5c75-41a8-8c01-f37f0fc78c02,819b7cb5-0cc7-4116-a55c-d4a0dc51f50d,,AMH2,b,Ilse Gort,,,,,,Card,Card,a6d90097-43db-5681-94c0-b49e2652c3f5,
1193,1194,Ilse Gort,,paper,,borderless,,,Squirrel Sovereign,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,c28e0acc-7a6a-5164-9f99-6ff01b898277,,Squirrel Sovereign // Squirrel Sovereign,71s,,,393723a4-2575-5eab-ba19-8475f7f09c64,,stamped,,b835f5bf-75f0-4a1d-8eef-c686dd32550c,8b600eb8-7b07-49be-ae9b-48c8f8755bdb,819b7cb5-0cc7-4116-a55c-d4a0dc51f50d,,AMH2,a,Ilse Gort,,,,,,Card,Card,afc4309e-7b43-57f7-a804-74aaddb6b7e4,
1194,1195,Ilse Gort,,paper,,borderless,,,Squirrel Sovereign,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,195be4b2-3721-545a-b0c7-c766bb05fbe5,,Squirrel Sovereign // Squirrel Sovereign,71s,,,afc4309e-7b43-57f7-a804-74aaddb6b7e4,,stamped,,b835f5bf-75f0-4a1d-8eef-c686dd32550c,,819b7cb5-0cc7-4116-a55c-d4a0dc51f50d,,AMH2,b,Ilse Gort,,,,,,Card,Card,393723a4-2575-5eab-ba19-8475f7f09c64,
1195,1196,Raoul Vitale,,paper,,borderless,,,Darkmoss Bridge,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,d3033144-7b1e-5da6-8543-00e5a5276e42,,Darkmoss Bridge // Darkmoss Bridge,72,,,fd8b7c6c-881b-5322-99c1-3fc915f900e1,,,,bb1afc7d-7888-41cb-8703-c1a072ab323a,a1c7589a-c793-43bd-a813-ccae3edbb1e5,4598f83d-3670-4a5f-ad88-06bfc4225e92,,AMH2,a,Raoul Vitale,,,,,,Card,Card,61f2d448-1bfc-5105-865e-0163200eca2e,
1196,1197,Raoul Vitale,,paper,,borderless,,,Darkmoss Bridge,"nonfoil,foil,signed",,,2015,1,1,0,0,0,0,0,,English,art_series,,,,71f3f033-fad7-54ad-b6d2-81a567f9cb4f,,Darkmoss Bridge // Darkmoss Bridge,72,,,61f2d448-1bfc-5105-865e-0163200eca2e,,,,bb1afc7d-7888-41cb-8703-c1a072ab323a,cb0bdcce-152d-4712-8e0e-22feade9ab73,4598f83d-3670-4a5f-ad88-06bfc4225e92,,AMH2,b,Raoul Vitale,,,,,,Card,Card,fd8b7c6c-881b-5322-99c1-3fc915f900e1,
1197,1198,Raoul Vitale,,paper,,borderless,,,Darkmoss Bridge,"nonfoil,signed",,,2015,0,1,0,0,0,0,0,,English,art_series,,,,12d6c088-7b5c-5fc1-9f87-d2cf398b994d,,Darkmoss Bridge // Darkmoss Bridge,72s,,,0297662a-4902-5515-a777-4401e564e974,,stamped,,65dc6201-8106-44a8-8f3b-3f1d858c9e8c,a1c7589a-c793-43bd-a813-ccae3edbb1e5,4598f83d-3670-4a5f-ad88-06bfc4225e92,,AMH2,a,Raoul Vitale,,,,,,Card,Card,36df2b98-29a5-5e4f-b6c9-6288a510dcb2,
